megawatthours	BPAT	Demand	Day-ahead demand forecast	Net generation	Total interchange	CISO	Demand	Day-ahead demand forecast	Net generation	Total interchange	CPLE	Demand	Day-ahead demand forecast	Net generation	Total interchange	ERCO	Demand	Day-ahead demand forecast	Net generation	Total interchange	FPL	Demand	Day-ahead demand forecast	Net generation	Total interchange	ISNE	Demand	Day-ahead demand forecast	Net generation	Total interchange	MISO	Demand	Day-ahead demand forecast	Net generation	Total interchange	NYIS	Demand	Day-ahead demand forecast	Net generation	Total interchange	PACW	Demand	Day-ahead demand forecast	Net generation	Total interchange	PJM	Demand	Day-ahead demand forecast	Net generation	Total interchange	United States Lower 48 (region)	Demand	Day-ahead demand forecast	Net generation	Total interchange
09:00 EST 2/12/2021	NA	8405	8648	12270	8889	NA	21217	20824	14369	-7291	NA	9362	8831	9241	-121	NA	62083	59736	60889	-1194	NA	12174	12557	13149	975	NA	16858	16760	14801	-2057	NA	91074	91626	88795	-3894	NA	20297	20031	16209	-4088	NA	2896	2995	1893	-1003	NA	114186	114401	120797	6621	NA	540918	532685	537861	-949
10:00 EST 2/12/2021	NA	9031	9370	14760	10663	NA	22865	22885	16240	-6949	NA	9453	8817	9471	18	NA	63049	59983	61855	-1194	NA	13354	13688	14314	960	NA	16634	16500	14771	-1863	NA	92288	91650	89655	-4265	NA	20539	20219	16096	-4443	NA	3151	3313	1843	-1308	NA	114618	113253	121362	6754	NA	552481	539261	549463	-499
11:00 EST 2/12/2021	NA	9424	9797	14939	10538	NA	23894	24123	18928	-5625	NA	9500	8824	9580	80	NA	63576	60101	62382	-1194	NA	14478	14621	15629	1151	NA	16393	16200	14935	-1458	NA	92350	90876	89788	-4069	NA	20659	20208	15840	-4819	NA	3350	3528	1840	-1510	NA	114171	111752	121172	7010	NA	558177	541003	554735	-500
12:00 EST 2/12/2021	NA	9539	9790	15074	10641	NA	23650	24012	18256	-4216	NA	9458	8657	9639	181	NA	63716	60375	62522	-1193	NA	15347	15238	16579	1232	NA	16269	15850	14528	-1741	NA	91708	89915	89073	-4240	NA	20626	20105	15725	-4901	NA	3397	3553	1844	-1553	NA	112908	110168	120910	8011	NA	558182	538612	552592	-834
13:00 EST 2/12/2021	NA	9505	9596	14899	10374	NA	22940	23414	18150	-3919	NA	9365	8559	9561	196	NA	63106	59888	61913	-1193	NA	15953	15699	17141	1188	NA	16050	15710	14193	-1857	NA	90737	88840	87481	-4865	NA	20523	19899	15821	-4702	NA	3401	3493	1889	-1512	NA	111415	108532	119702	8297	NA	553876	533479	549321	-218
14:00 EST 2/12/2021	NA	9438	9295	14466	9802	NA	21628	22762	17605	-3111	NA	9331	8369	9517	186	NA	62424	59519	61231	-1193	NA	16480	15932	17728	1248	NA	15940	15540	13999	-1941	NA	89507	87823	85836	-5095	NA	20390	19667	15535	-4855	NA	3352	3391	1911	-1441	NA	110247	107050	118584	8346	NA	548504	526994	544196	-13
15:00 EST 2/12/2021	NA	9190	9037	14128	9727	NA	20724	21992	17875	-2953	NA	9244	8291	9405	161	NA	61883	58607	60689	-1193	NA	16735	16274	17948	1213	NA	16000	15510	13876	-2124	NA	88872	86924	85240	-4983	NA	20281	19491	15386	-4895	NA	3304	3291	1923	-1381	NA	109247	106540	117897	8659	NA	544203	521321	540524	-378
16:00 EST 2/12/2021	NA	9050	8805	13678	9437	NA	20166	21555	18866	-1359	NA	9243	8242	9424	181	NA	61501	57837	60308	-1194	NA	16814	16196	17906	1092	NA	16136	15800	14078	-2058	NA	87854	86005	84037	-5188	NA	20268	19488	15765	-4503	NA	3230	3224	1900	-1330	NA	108600	107851	117219	8628	NA	540643	518565	537139	-174
17:00 EST 2/12/2021	NA	8923	8640	13454	9300	NA	19778	21237	18578	-325	NA	9327	8350	9380	53	NA	61018	56924	59823	-1194	NA	16786	15981	17841	1055	NA	16516	16500	14421	-2095	NA	87740	85817	84276	-4732	NA	20516	19800	16277	-4239	NA	3159	3159	1966	-1193	NA	108764	111793	117258	8503	NA	541439	521237	537552	310
18:00 EST 2/12/2021	NA	8777	8569	13547	9465	NA	19861	21410	19341	NA	NA	9588	8797	9372	-216	NA	61092	57958	59898	-1194	NA	16388	15579	17494	1106	NA	17296	17690	14999	-2297	NA	88531	86856	85399	-4547	NA	21092	20420	17246	-3846	NA	3110	3118	1777	-1333	NA	110982	114147	119558	8586	NA	546360	528923	543326	632
19:00 EST 2/12/2021	NA	8820	8571	14120	9978	NA	20705	21931	17846	-277	NA	9784	8956	9679	-105	NA	61808	58520	60614	-1194	NA	16173	15394	17208	1035	NA	17362	17800	15110	-2252	NA	91030	88903	87770	-4933	NA	21292	20814	17304	-3988	NA	3103	3104	1720	-1383	NA	113151	112673	122420	9278	NA	556229	534790	551801	763
20:00 EST 2/12/2021	NA	8947	8799	14856	10896	NA	22230	23087	16506	-3816	NA	9665	8891	9638	-27	NA	62736	59720	61542	-1194	NA	15726	14667	16679	953	NA	16921	17170	14542	-2379	NA	92875	90005	89284	-5446	NA	20830	20416	16861	-3969	NA	3168	3169	1708	-1460	NA	112050	110187	120905	8864	NA	559340	537030	554731	11
21:00 EST 2/12/2021	NA	9251	9174	15417	11454	NA	24588	24858	17515	-6079	NA	9509	8662	9643	134	NA	62723	59688	61528	-1194	NA	14793	13802	15768	975	NA	16297	16600	13924	-2373	NA	91924	88955	87877	-5920	NA	20248	19850	16452	-3796	NA	3272	3287	1868	-1404	NA	109715	107342	118419	8714	NA	556066	533505	552281	381
22:00 EST 2/12/2021	NA	9378	9264	15618	11433	NA	26014	26226	17427	-6692	NA	9270	8522	9380	110	NA	62030	59098	60835	-1194	NA	13897	12783	14796	899	NA	15534	15820	13139	-2395	NA	90302	87506	85842	-6142	NA	19539	19183	15907	-3632	NA	3295	3317	1801	-1494	NA	106716	103617	115309	8603	NA	546425	523729	541286	333
23:00 EST 2/12/2021	NA	9229	9127	15205	10882	NA	25465	25596	17036	-6730	NA	8955	8245	8968	13	NA	60885	57764	59901	-983	NA	13023	11745	13735	712	NA	14612	14970	12086	-2526	NA	88316	85306	83471	-6475	NA	18615	18384	15278	-3337	NA	3213	3238	1857	-1356	NA	103455	99582	112572	9127	NA	530715	507313	526309	797
00:00 EST 2/13/2021	NA	9013	8921	14542	10331	NA	24808	24656	16205	-6720	NA	8576	8076	8394	-182	NA	59008	55817	58046	-962	NA	11898	10613	12210	312	NA	13744	14140	11473	-2271	NA	85434	82432	80539	-6407	NA	17675	17594	13740	-3935	NA	3089	3137	1864	-1225	NA	101394	96537	110956	9571	NA	513309	489280	509059	1171
01:00 EST 1/29/2021	NA	7027	7223	13143	10145	NA	25425	25679	13983	-9959	NA	9033	9409	7940	-1093	NA	40726	39584	40518	-207	NA	9431	9389	9830	399	NA	14333	13560	12012	-2321	NA	75720	75965	76155	-541	NA	17571	16725	13501	-4070	NA	2711	2839	1140	-1571	NA	102602	98215	103963	1370	NA	473233	463012	466994	-1504
02:00 EST 1/29/2021	NA	6565	6784	11936	9251	NA	23817	23967	12779	-9393	NA	9152	9401	7950	-1202	NA	39704	39810	39621	-84	NA	9085	8679	9519	434	NA	14328	13310	11910	-2418	NA	74280	74384	74698	-585	NA	17137	16324	13674	-3463	NA	2519	2671	1307	-1212	NA	101339	97805	102707	1377	NA	464352	455338	458543	-1103
03:00 EST 1/29/2021	NA	6244	6444	10945	8240	NA	22235	22318	12362	-8564	NA	9252	9457	7894	-1358	NA	39267	39379	39234	-33	NA	8940	8605	9361	421	NA	14162	13210	11777	-2385	NA	73486	73609	73988	-539	NA	16899	16083	13540	-3359	NA	2408	2555	1240	-1168	NA	101442	98106	102882	1448	NA	459431	450689	454127	-1243
04:00 EST 1/29/2021	NA	6071	6124	10282	7695	NA	21323	21301	11762	-8180	NA	9434	9678	7921	-1513	NA	39266	39254	39305	38	NA	9052	8789	9491	439	NA	14310	13300	11671	-2639	NA	73033	73491	73512	-570	NA	16841	16024	13445	-3396	NA	2305	2395	1084	-1221	NA	102014	100224	103919	1914	NA	459128	452835	453883	-1208
05:00 EST 1/29/2021	NA	5997	6033	10234	7643	NA	20634	20543	10970	-8210	NA	9747	9948	8587	-1160	NA	39725	39641	39768	43	NA	9391	9276	9851	460	NA	14241	13720	11747	-2494	NA	73273	74142	73727	-618	NA	17123	16278	13375	-3748	NA	2275	2359	1331	-944	NA	103643	104465	105782	2147	NA	463734	461082	458249	-1479
06:00 EST 1/29/2021	NA	5978	6009	10247	7665	NA	20136	20202	10645	-8331	NA	10353	10551	8906	-1447	NA	40989	40759	41032	43	NA	10369	10422	10791	422	NA	14962	14680	12751	-2211	NA	75361	76308	76200	-294	NA	17934	16985	13686	-4248	NA	2275	2347	1306	-969	NA	105999	110896	108157	2168	NA	477209	479481	472087	-1427
07:00 EST 1/29/2021	NA	6087	6086	10431	7924	NA	19964	20102	11146	-8223	NA	10876	11236	9441	-1435	NA	43433	43062	43621	189	NA	11937	11789	12246	309	NA	16138	16180	14076	-2062	NA	79408	80803	79773	-1009	NA	19287	18214	15224	-4063	NA	2301	2382	1282	-1019	NA	112632	115896	115409	2787	NA	505024	506026	500081	-2741
08:00 EST 1/29/2021	NA	6343	6369	10903	8358	NA	20393	20661	11919	-8097	NA	11253	11530	9831	-1422	NA	47051	46032	47302	251	NA	13289	12627	13718	429	NA	17302	17310	15162	-2140	NA	84607	86261	85301	-804	NA	20470	19339	16095	-4375	NA	2421	2482	1226	-1195	NA	117632	116485	121091	3469	NA	533574	528811	528551	-2000
09:00 EST 1/29/2021	NA	6885	6929	12340	9536	NA	21620	22056	13033	-8508	NA	10996	11129	10239	-757	NA	48827	47727	49130	303	NA	13935	13439	14647	712	NA	17736	17730	15789	-1947	NA	87408	87659	87567	-1407	NA	21174	20015	16410	-4764	NA	2620	2710	1287	-1333	NA	117995	114666	121290	3303	NA	546624	537280	541757	-1982
10:00 EST 1/29/2021	NA	7504	7626	13778	10683	NA	23747	24181	14088	-9368	NA	10515	10398	10325	-190	NA	48097	47509	48395	299	NA	13729	13410	14505	776	NA	17627	17630	15952	-1675	NA	86835	86640	87476	-786	NA	21424	20210	16122	-5302	NA	2915	3007	1156	-1759	NA	115675	112288	118652	2986	NA	542488	532408	537390	-1521
11:00 EST 1/29/2021	NA	7920	8026	14417	11034	NA	25062	25619	16079	-9977	NA	9825	9536	10205	380	NA	46383	45931	46477	93	NA	13314	13449	13921	607	NA	17407	17370	15578	-1829	NA	84771	84972	84631	-1265	NA	21507	20276	15880	-5627	NA	3138	3198	1207	-1931	NA	113593	109981	116221	2637	NA	531204	522129	525990	-2508
12:00 EST 1/29/2021	NA	7999	8050	14194	10799	NA	25311	25878	16944	-8072	NA	9272	8816	10416	1144	NA	44506	44515	44595	89	NA	12948	13385	13465	517	NA	17188	17100	15345	-1843	NA	82470	83039	82157	-1269	NA	21462	20254	16021	-5441	NA	3184	3218	1216	-1968	NA	111385	107754	113525	2148	NA	517003	509275	510887	-1915
13:00 EST 1/29/2021	NA	7920	7919	14057	10741	NA	24753	25278	17256	-6901	NA	8738	8274	10400	1662	NA	42692	43064	42771	78	NA	12686	13404	13230	544	NA	17014	16710	15195	-1819	NA	79978	81040	79899	-988	NA	21202	20139	15849	-5353	NA	3136	3165	1287	-1849	NA	109734	105664	111251	1524	NA	502098	495271	495641	-1871
14:00 EST 1/29/2021	NA	7707	7658	13879	10682	NA	24243	24790	17906	-5773	NA	8299	7761	9780	1481	NA	41034	41805	41135	101	NA	12422	13479	12866	444	NA	16969	16680	15214	-1755	NA	77852	79165	76882	-1641	NA	20985	20103	15591	-5394	NA	3047	3076	1297	-1750	NA	108794	103985	110755	1969	NA	490043	483607	484974	-373
15:00 EST 1/29/2021	NA	7455	7407	13532	10529	NA	24382	24564	17574	-5815	NA	7950	7555	9140	1190	NA	40062	41037	40068	6	NA	12250	13580	12662	412	NA	16984	16690	15494	-1490	NA	76137	77616	75655	-1189	NA	20813	20062	15165	-5648	NA	2930	2978	1141	-1789	NA	107598	103557	108932	1340	NA	480436	475617	474646	-843
16:00 EST 1/29/2021	NA	7212	7192	13129	10406	NA	24570	24449	17192	-6281	NA	7831	7531	8758	927	NA	39284	40342	39288	3	NA	12166	13694	12617	451	NA	17178	16940	15791	-1387	NA	75289	76345	74787	-1158	NA	20995	20153	15349	-5646	NA	2843	2888	1190	-1653	NA	106963	105311	107964	1007	NA	475105	472490	469264	-770
17:00 EST 1/29/2021	NA	7009	7053	12946	10218	NA	23756	24319	16976	-5549	NA	8054	7759	8321	267	NA	38739	39870	38815	76	NA	12181	13459	12592	411	NA	17740	17740	16186	-1554	NA	74116	76062	73855	-1183	NA	21552	20578	15912	-5640	NA	2741	2805	1096	-1645	NA	107352	109864	108178	831	NA	472921	476485	467050	-1150
18:00 EST 1/29/2021	NA	6917	6934	12589	9750	NA	23494	24325	17251	-5310	NA	8772	8387	8089	-683	NA	38604	39990	38641	37	NA	12300	13368	12737	437	NA	18654	18650	16910	-1744	NA	74962	77387	75385	-728	NA	22430	21388	17233	-5197	NA	2693	2744	1258	-1435	NA	111580	112310	112173	602	NA	482320	486167	477063	-1212
19:00 EST 1/29/2021	NA	6923	6941	12870	10133	NA	23740	24482	15204	-6486	NA	9515	9161	8544	-971	NA	39255	40469	39258	3	NA	12946	13677	13336	390	NA	18628	18390	16987	-1641	NA	77885	80373	78639	-528	NA	22500	21480	17305	-5195	NA	2698	2734	1112	-1586	NA	114412	111720	115168	764	NA	498477	497736	491720	-1532
20:00 EST 1/29/2021	NA	7189	7164	13357	10637	NA	24512	25227	14664	-8950	NA	9745	9286	8687	-1058	NA	40678	41740	40721	43	NA	12827	13168	13197	370	NA	18187	17880	16624	-1563	NA	79407	81111	80395	-427	NA	22009	20960	16758	-5251	NA	2783	2819	1265	-1518	NA	113472	110399	114492	1028	NA	505715	502143	499627	-1888
21:00 EST 1/29/2021	NA	7533	7505	14093	11022	NA	26490	26822	16574	-10260	NA	9862	9332	8691	-1171	NA	40535	41379	40582	47	NA	12338	12568	12784	446	NA	17525	17230	16092	-1433	NA	78323	80243	79417	-333	NA	21455	20344	15549	-5906	NA	2966	2956	1435	-1531	NA	111661	108315	112940	1287	NA	505571	500907	500512	-2017
22:00 EST 1/29/2021	NA	7579	7548	14248	11237	NA	27379	27617	16105	-10289	NA	9843	9258	8455	-1388	NA	39964	40697	40052	88	NA	11776	11828	12212	436	NA	16758	16460	15278	-1480	NA	76877	78919	78033	-177	NA	20695	19570	14658	-6037	NA	2940	2958	1453	-1487	NA	109183	105192	110686	1511	NA	498957	493143	492231	-2229
23:00 EST 1/29/2021	NA	7395	7378	13906	11003	NA	26848	27034	15664	-10233	NA	9781	9145	8221	-1560	NA	39108	39605	39133	25	NA	11113	11016	11461	348	NA	15811	15520	14494	-1317	NA	74948	76812	76508	268	NA	19661	18693	13893	-5768	NA	2873	2881	1732	-1141	NA	105907	101589	107298	1398	NA	486223	479428	480019	-1750
00:00 EST 1/30/2021	NA	7217	7152	13405	10448	NA	26159	26076	15139	-10052	NA	9636	8829	7982	-1654	NA	37741	38088	37812	71	NA	10390	10072	10588	198	NA	14954	14680	13606	-1348	NA	72290	74114	73725	-33	NA	18767	17849	13144	-5623	NA	2796	2792	1656	-1140	NA	102865	99010	104789	1931	NA	471209	464300	466009	-1097
01:00 EST 1/30/2021	NA	6950	6879	12883	10073	NA	25328	25087	14494	-9561	NA	9627	9279	7837	-1790	NA	36265	36505	36311	46	NA	9751	9526	10066	315	NA	14457	14350	13125	-1332	NA	70357	71847	71387	-196	NA	18032	17202	12727	-5305	NA	2658	2667	1660	-998	NA	100559	97007	102281	1729	NA	458471	451912	452550	-1415
02:00 EST 1/30/2021	NA	6613	6511	11923	9268	NA	23921	23705	13302	-8885	NA	9764	9268	7936	-1828	NA	34862	35373	35084	222	NA	9378	9021	9688	310	NA	14555	14020	13085	-1470	NA	68723	69892	70203	397	NA	17549	16736	12713	-4836	NA	2504	2532	1623	-881	NA	98951	96330	100444	1497	NA	448688	442490	442328	-1510
03:00 EST 1/30/2021	NA	6246	6199	11091	8525	NA	22636	22342	11831	-8939	NA	9853	9365	8089	-1764	NA	33874	34435	34145	271	NA	9232	8878	9617	385	NA	14635	13840	13040	-1595	NA	67627	68741	69467	851	NA	17252	16472	12758	-4494	NA	2366	2420	1592	-774	NA	98523	96418	99880	1363	NA	442022	436463	435110	-2037
04:00 EST 1/30/2021	NA	6053	5959	10765	8160	NA	21923	21676	11140	-9340	NA	10039	9677	8354	-1685	NA	33314	33831	33589	275	NA	9204	9012	9552	348	NA	14532	13810	12811	-1721	NA	66888	68202	68843	899	NA	17082	16333	12878	-4204	NA	2275	2330	1460	-815	NA	98569	97329	99758	1194	NA	438780	434474	432210	-2291
05:00 EST 1/30/2021	NA	5962	5924	10655	8016	NA	21164	20882	10346	-9339	NA	10278	9875	8561	-1717	NA	33037	33508	33376	339	NA	9374	9222	9624	250	NA	14501	13960	12874	-1627	NA	66643	68120	69025	1374	NA	17091	16390	12631	-4460	NA	2208	2277	1161	-1047	NA	99714	99080	100793	1086	NA	438664	436481	431816	-2585
06:00 EST 1/30/2021	NA	5876	5871	10489	7919	NA	20633	20366	10201	-9188	NA	10676	10239	8754	-1922	NA	33145	33550	33500	355	NA	9826	9787	10159	333	NA	14635	14350	13228	-1407	NA	67100	68803	69677	1382	NA	17415	16660	12626	-4789	NA	2197	2251	1182	-1015	NA	101655	101952	102674	1026	NA	443625	443442	437892	-1881
07:00 EST 1/30/2021	NA	5896	5908	10581	7885	NA	20453	20075	10336	-9104	NA	10951	10678	9179	-1772	NA	33642	34133	34007	365	NA	10525	10614	10927	402	NA	15278	15010	13879	-1399	NA	68431	70538	70224	656	NA	18029	17228	12870	-5159	NA	2197	2266	1280	-917	NA	104140	105445	105569	1510	NA	454174	455207	448330	-2159
08:00 EST 1/30/2021	NA	6042	6059	10772	7912	NA	20563	20218	10475	-8972	NA	11068	10949	9462	-1606	NA	34777	35014	35160	383	NA	11504	11728	11946	442	NA	15700	15660	14095	-1605	NA	70284	72808	71533	-67	NA	18633	17852	13810	-4823	NA	2250	2309	1443	-807	NA	107282	106954	108595	1405	NA	467767	467945	461606	-2554
09:00 EST 1/30/2021	NA	6296	6337	11649	8932	NA	21209	20847	10535	-9473	NA	10800	10785	9912	-888	NA	36093	35927	36506	413	NA	12287	12711	12730	443	NA	16020	16020	14396	-1624	NA	72385	74393	73823	165	NA	19120	18456	13851	-5269	NA	2345	2412	1447	-898	NA	107513	105664	109054	1639	NA	477483	475584	470621	-2696
10:00 EST 1/30/2021	NA	6642	6709	12798	9930	NA	21872	21876	11160	-10008	NA	10192	10068	9968	-224	NA	37402	37279	37697	294	NA	12574	12735	13031	457	NA	15994	15990	14291	-1703	NA	74029	75605	75280	-38	NA	19356	18666	13761	-5595	NA	2503	2530	1414	-1089	NA	105384	103191	107113	1757	NA	479064	475405	472578	-2716
11:00 EST 1/30/2021	NA	6959	7122	13073	9914	NA	22384	22246	14252	-9408	NA	9328	9193	9781	453	NA	38513	38342	38762	248	NA	12464	12696	12935	471	NA	15793	15790	14269	-1524	NA	74805	76028	75828	-337	NA	19427	18687	14014	-5413	NA	2663	2672	1700	-963	NA	102670	100622	104424	1757	NA	475666	472002	471302	-2625
12:00 EST 1/30/2021	NA	7174	7455	13218	9704	NA	21987	21963	16033	-6044	NA	8688	8474	9782	1094	NA	38973	38903	39170	197	NA	12286	12757	12672	386	NA	15538	15530	14118	-1420	NA	74835	75633	75086	-950	NA	19329	18602	14000	-5329	NA	2754	2809	1549	-1205	NA	100193	98032	101980	1790	NA	468838	464544	464089	-1885
13:00 EST 1/30/2021	NA	7232	7535	12963	9168	NA	21040	21151	16283	-4295	NA	8124	7942	9796	1672	NA	38868	39192	39038	170	NA	12179	12769	12506	327	NA	15362	15220	13927	-1435	NA	74025	74683	73443	-1789	NA	19151	18390	14148	-5003	NA	2766	2862	1220	-1546	NA	97804	95557	99530	1730	NA	459179	454792	453708	-2276
14:00 EST 1/30/2021	NA	7207	7379	12621	8546	NA	19753	20232	15252	-3577	NA	7705	7449	9280	1575	NA	38471	39212	38735	264	NA	12056	12804	12459	403	NA	15220	14970	13890	-1330	NA	73280	73547	71951	-2315	NA	18877	18192	13638	-5239	NA	2738	2831	1099	-1639	NA	96808	93975	98988	2184	NA	451313	445586	445522	-2290
15:00 EST 1/30/2021	NA	7075	7195	12325	8402	NA	18598	19617	14440	-3450	NA	7388	7130	8839	1451	NA	37874	38957	37945	72	NA	11918	12798	12353	435	NA	15369	15230	13959	-1410	NA	72925	72356	71311	-2509	NA	18749	18129	13352	-5397	NA	2669	2757	1051	-1618	NA	95738	93884	97888	2153	NA	444251	439560	438447	-2446
16:00 EST 1/30/2021	NA	6911	6995	12126	8221	NA	18052	19305	13918	-3535	NA	7344	6986	8485	1141	NA	37523	38781	37525	2	NA	11818	12780	12210	392	NA	15657	15740	13827	-1830	NA	72405	71537	70777	-2456	NA	18894	18376	14099	-4795	NA	2602	2669	999	-1603	NA	95725	95984	97510	1788	NA	440815	438275	434781	-2896
17:00 EST 1/30/2021	NA	6775	6814	11879	8135	NA	17861	19278	13967	-3360	NA	7623	7181	7883	260	NA	37465	38543	37463	-1	NA	11757	12673	12166	409	NA	16439	16750	14488	-1951	NA	72193	71669	70921	-2125	NA	19473	18981	14960	-4513	NA	2505	2580	1030	-1475	NA	97431	100859	98774	1346	NA	442970	444424	437558	-2363
18:00 EST 1/30/2021	NA	6653	6691	11814	8163	NA	18496	19696	14343	-3824	NA	8199	7792	8056	-143	NA	37631	38470	37365	-266	NA	11865	12759	12217	352	NA	17647	17830	15751	-1896	NA	72991	73199	72205	-1665	NA	20569	19957	15914	-4655	NA	2479	2522	1094	-1385	NA	101561	103984	102436	880	NA	453534	455343	448127	-2540
19:00 EST 1/30/2021	NA	6644	6680	11998	8479	NA	19874	20648	14241	-4453	NA	8654	8435	8303	-351	NA	37844	38697	37503	-341	NA	12463	13110	12787	324	NA	17738	17780	15786	-1952	NA	75218	75582	74498	-1695	NA	20848	20356	16131	-4717	NA	2486	2533	1189	-1297	NA	104884	103716	106105	1226	NA	467529	466091	460853	-2968
20:00 EST 1/30/2021	NA	6849	6854	12999	10147	NA	21692	22333	11765	-7990	NA	8662	8434	8045	-617	NA	38824	39337	38479	-345	NA	12290	12562	12595	305	NA	17249	17240	15271	-1978	NA	75377	76071	74821	-1615	NA	20560	20035	15822	-4738	NA	2589	2622	1367	-1222	NA	104598	102747	105769	1176	NA	472715	470739	464412	-2980
21:00 EST 1/30/2021	NA	7193	7147	13745	10757	NA	24096	24893	13672	-10481	NA	8563	8452	7982	-581	NA	38714	39241	38244	-470	NA	11716	11992	12080	364	NA	16718	16690	14904	-1814	NA	73871	74985	73242	-1586	NA	20182	19620	15300	-4882	NA	2738	2779	1872	-866	NA	103471	100887	104663	1198	NA	472136	470376	465965	-2548
22:00 EST 1/30/2021	NA	7144	7179	13816	10944	NA	25434	26126	13256	-10791	NA	8337	8371	7925	-412	NA	37914	38506	37498	-417	NA	11137	11341	11536	399	NA	16062	15970	14291	-1771	NA	71772	73588	71249	-1380	NA	19622	18970	14833	-4789	NA	2744	2778	1926	-818	NA	101406	98092	102189	787	NA	464254	462111	456272	-2769
23:00 EST 1/30/2021	NA	6981	7023	13617	10781	NA	25129	25771	12946	-10978	NA	8029	8260	7923	-106	NA	37016	37628	36599	-418	NA	10439	10559	10758	319	NA	15261	15160	13802	-1459	NA	69510	71492	68830	-1504	NA	18754	18235	13878	-4876	NA	2646	2695	1851	-795	NA	98493	95037	99197	708	NA	450674	448604	443199	-2548
00:00 EST 1/31/2021	NA	6787	6821	13466	10611	NA	24609	25074	12682	-10881	NA	7731	8109	7607	-124	NA	35862	36376	35395	-467	NA	9723	9777	9951	228	NA	14547	14400	12970	-1577	NA	66867	68855	66464	-1257	NA	18008	17508	13021	-4987	NA	2557	2606	1814	-743	NA	95438	92121	96415	981	NA	435630	433089	428609	-2495
01:00 EST 1/31/2021	NA	6504	6580	12943	10083	NA	23866	24329	11993	-10592	NA	7523	7934	7247	-276	NA	34609	35113	34053	-556	NA	9066	9301	9270	204	NA	14227	14000	12697	-1530	NA	65228	65973	63862	-2148	NA	17385	17030	12767	-4618	NA	2449	2502	1835	-614	NA	92860	90228	94422	1565	NA	421890	418586	414727	-2632
02:00 EST 1/31/2021	NA	6173	6261	12260	9587	NA	22771	23110	11483	-9981	NA	7339	7927	7139	-200	NA	33468	34397	33095	-373	NA	8541	8882	8748	207	NA	14182	13680	12592	-1590	NA	64404	64148	62814	-2317	NA	16958	16610	12320	-4638	NA	2302	2364	1744	-558	NA	91974	89155	93652	1681	NA	412524	407132	405737	-2383
03:00 EST 1/31/2021	NA	5854	5962	11274	8500	NA	21756	21805	11052	-9203	NA	7284	7923	7127	-157	NA	32991	33528	32838	-152	NA	8301	8138	8489	188	NA	14077	13560	12356	-1721	NA	63401	63099	61955	-2158	NA	16686	16337	12081	-4605	NA	2177	2249	1626	-551	NA	91246	88698	93107	1865	NA	405158	398936	398281	-2623
04:00 EST 1/31/2021	NA	5677	5708	11178	8348	NA	20571	20350	10314	-8492	NA	7240	7977	7143	-97	NA	32806	33159	32746	-60	NA	8223	8104	8355	132	NA	14058	13550	12189	-1869	NA	62600	62605	61282	-2025	NA	16545	16183	12262	-4283	NA	2080	2155	1448	-632	NA	90616	88828	92320	1708	NA	400096	394911	393692	-2122
05:00 EST 1/31/2021	NA	5544	5616	10882	8058	NA	19866	19584	9604	-8591	NA	7293	8011	7242	-51	NA	32908	33058	32846	-63	NA	8278	8177	8388	110	NA	14204	13690	12218	-1986	NA	62320	62455	61286	-1754	NA	16573	16185	12412	-4161	NA	2040	2094	1397	-643	NA	89762	89495	91512	1752	NA	397910	394486	391607	-2279
06:00 EST 1/31/2021	NA	5533	5529	10665	7934	NA	19415	19107	9157	-8965	NA	7434	8239	7456	22	NA	33251	33434	32956	-296	NA	8560	8457	8696	136	NA	14272	14020	12463	-1809	NA	62799	62743	61769	-1906	NA	16866	16371	12659	-4207	NA	2005	2060	1408	-597	NA	89859	91215	91525	1669	NA	400304	398186	394266	-2418
07:00 EST 1/31/2021	NA	5556	5556	10655	7886	NA	19200	18850	9230	-8925	NA	7704	8617	7534	-170	NA	34081	34826	34006	-75	NA	9063	8970	9320	257	NA	14568	14580	12456	-2112	NA	63603	63944	62579	-1702	NA	17359	16772	13344	-4015	NA	2000	2065	1288	-712	NA	91879	94215	93641	1766	NA	407845	407862	402029	-2255
08:00 EST 1/31/2021	NA	5681	5684	11078	8035	NA	19202	18913	9395	-9017	NA	7953	8873	7677	-276	NA	35541	36609	35415	-127	NA	9723	9824	10062	339	NA	15130	15130	13237	-1893	NA	64276	66232	62991	-2226	NA	17924	17202	13287	-4637	NA	2041	2096	1408	-633	NA	94235	97546	96264	2032	NA	418466	422062	412415	-3141
09:00 EST 1/31/2021	NA	5850	5918	11831	8648	NA	19597	19416	10426	-8726	NA	8354	8941	7719	-635	NA	36919	37837	36929	10	NA	10830	10837	11145	315	NA	15515	15510	13728	-1787	NA	65279	68348	64503	-1618	NA	18583	17818	13922	-4661	NA	2139	2174	1409	-730	NA	96740	99343	98422	1687	NA	431913	435098	426075	-3077
10:00 EST 1/31/2021	NA	6105	6252	12249	9155	NA	20303	20104	10333	-8826	NA	8649	9023	7776	-873	NA	38198	38549	38130	-68	NA	11753	11685	11972	219	NA	15692	15710	14097	-1595	NA	67483	70187	66991	-1415	NA	19184	18223	14332	-4852	NA	2250	2266	1294	-956	NA	99473	99843	101476	2010	NA	445701	444698	439474	-2472
